"","ciprofloxacin","amoxicillin-clavulanate","metronidazole","ceftriaxone","vancomycin","cefepime","azithromycin","trimethoprim-sulfamethoxazole","penicillin","levofloxcacin","dapsone","amoxicillin","cefdinir","piperacillin-tazobactam","ceftazidime","cefuroxime","cephalexin","doxycycline","meropenem","daptomycin","cefazolin","aztreonam"
"efrB",0.37955202894628,0.967066603569747,0.984257935253853,0.330750885795759,0.850482145653735,0.742949132934544,NA,0.930965982484415,0.945229162233052,0.736472480880981,0.766138996677511,NA,NA,0.892122461125215,0.00084212748665571,0.798290933205991,0.989040068364533,0.976532849396035,0.945776546720505,0.372494155108551,NA,NA
"Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline",0.00375635047455697,0.963827806930906,0.997742984001057,0.7755639578363,0.777259205494059,0.703715492019407,NA,0.731521121184702,0.308679974634734,0.886927707600264,0.895940939824256,NA,NA,0.742748273511627,2.27183294905689e-20,0.269297522093158,0.989040068364533,0.976532849396035,0.953572160324204,0.570314092744842,NA,NA
"mdtB",0.0848631546256235,0.967066603569747,0.903115874846594,0.615155700001818,0.186646541231291,0.520344252725449,NA,0.904326232866186,0.316917087531754,0.817659480032047,0.911644408736254,NA,NA,0.742748273511627,4.02245490854116e-42,0.0383334378757794,0.996194824009962,0.976532849396035,0.945776546720505,0.973150241958932,NA,NA
"msrC",0.944203602837045,0.967066603569747,0.739124571877464,0.934227062340867,0.152331816296914,0.328153370936821,NA,0.61716008109607,0.956008036145761,0.817659480032047,0.868391665944687,NA,NA,0.742748273511627,0.781494100836884,0.961399816224008,0.989040068364533,0.976532849396035,0.945776546720505,0.799224617312958,NA,NA
"tet(44)",0.0092589500749316,6.93498394776322e-24,0.903115874846594,0.0308151430653378,0.0325567422201163,0.0109886303956539,NA,0.731521121184702,0.820757945646409,0.947133419632552,0.944392964436296,NA,NA,0.425292995315533,0.914844651220629,0.226880775583941,0.996194824009962,0.990549616163381,0.945776546720505,0.991398042675087,NA,NA
"tet(T)",0.542871604616408,0.483597688701589,1.08682792573359e-47,0.615155700001818,1.123203779359e-05,7.09174141507165e-05,NA,0.61716008109607,0.0573086053909541,0.947133419632552,0.766138996677511,NA,NA,0.230082203203462,1.63224796157682e-47,0.317826265564204,0.996194824009962,0.976532849396035,0.596409998566366,0.372494155108551,NA,NA
"gadW",0.641349126833961,0.951917487565906,0.984257935253853,0.934227062340867,0.204053660244796,0.0524673021702128,NA,0.820369424703117,0.828169715422691,0.736472480880981,0.884273866865442,NA,NA,0.710260676944786,0.781494100836884,1.35132991997541e-11,8.20221604270555e-12,2.99485851152495e-11,2.74336868767507e-11,0.97770411939278,NA,NA
"tet(36)",0.929131239456317,7.30755890892554e-39,0.591772924930626,0.7755639578363,1.7133092434461e-06,7.09174141507165e-05,NA,0.61716008109607,0.885627229248318,0.947133419632552,0.774623747633514,NA,NA,0.205523212212044,0.724357009923889,0.921717813397588,0.989040068364533,0.976532849396035,0.596409998566366,0.00714308138942819,NA,NA
"lnuC",0.994134258403946,3.23079395323492e-35,0.972534990815532,0.393004966129646,0.599172236812296,0.996151023735747,NA,0.930965982484415,1.29231758129397e-34,0.947133419632552,0.911644408736254,NA,NA,0.871956955353713,2.58463516258794e-35,0.902814264497539,0.989040068364533,0.498210291285746,0.988452067442124,0.611595169909362,NA,NA
"mdeA",0.542871604616408,3.92916545017212e-17,0.591772924930626,0.897843774139978,0.939659333441986,0.595191552895469,NA,0.921461679870178,0.829610009034383,0.736472480880981,0.774623747633514,NA,NA,0.694355740075408,0.570970995994621,0.878061630725143,3.10214254225367e-17,0.976532849396035,1.51602928365187e-16,0.951515917136701,NA,NA
"adeF",0.617526497157086,2.93818296317213e-48,3.85169022996513e-48,0.7755639578363,0.295891642121282,0.0437175169385862,NA,0.61716008109607,0.850102259139627,0.736472480880981,0.774623747633514,NA,NA,0.171336013231376,1.82806583033285e-07,0.317826265564204,0.996194824009962,0.976532849396035,0.69940835406439,0.843440363528424,NA,NA
"emrA",0.542871604616408,0.963827806930906,0.997479013308351,0.934227062340867,0.599172236812296,0.526178010448647,NA,0.795245918935391,0.945229162233052,0.947133419632552,0.868391665944687,NA,NA,0.742748273511627,1.23345418436865e-27,0.00173096764401302,0.996194824009962,0.976532849396035,0.852078626483838,0.799224617312958,NA,NA
"MuxC",0.575731830600353,0.967066603569747,6.85392001339297e-20,0.991880508742588,0.00766480547027578,0.0707345150454294,NA,0.921461679870178,0.829610009034383,0.736472480880981,0.937178969170217,NA,NA,0.753707146218015,0.935090978729703,1.11569704102948e-19,7.58623603497329e-20,1.48218531828327e-19,4.11235200803578e-19,0.991398042675087,NA,NA
"emrK",0.929131239456317,0.963827806930906,0.955180701684916,0.988106105323376,0.713007708757569,0.97171409529075,NA,0.8871662097971,0.911132984368572,0.947133419632552,0.766138996677511,NA,NA,0.309430259719173,2.69289361228646e-18,0.961399816224008,5.76798972451479e-18,0.976532849396035,0.97141357981287,0.960320679759675,NA,NA
"Klebsiella pneumoniae acrA",0.994134258403946,1.92317967022694e-10,1.98777759415634e-10,0.991880508742588,0.204053660244796,0.0437175169385862,NA,0.820369424703117,0.829610009034383,0.947133419632552,0.727587193174523,NA,NA,1.29082889030511e-09,9.6158983511348e-11,2.16146163845458e-10,0.989040068364533,0.976532849396035,3.97555518831269e-10,8.24478387703123e-10,NA,NA
"mdtE",0.742357267523767,0.963827806930906,0.997479013308351,0.96996953460122,0.719632894334642,0.17747604522134,NA,0.820369424703117,1.23546511352213e-10,0.736472480880981,0.0661857381008954,NA,NA,0.776273833328415,1.29505763122272e-19,0.878061630725143,2.62916584370276e-19,0.976532849396035,0.945776546720505,0.584658523896268,NA,NA
"msbA",0.165595995018509,0.967066603569747,0.937557983157927,0.847517662581698,0.427222729543123,0.330139526969659,NA,0.912783076112861,0.829610009034383,0.971324361376552,0.911644408736254,NA,NA,0.68197998566816,8.01920868618878e-35,0.0383334378757794,0.794627443698305,0.990549616163381,0.945776546720505,0.869324350097203,NA,NA
