"","ciprofloxacin","amoxicillin-clavulanate","metronidazole","ceftriaxone","vancomycin","cefepime","azithromycin","trimethoprim-sulfamethoxazole","penicillin","levofloxcacin","dapsone","amoxicillin","cefdinir","piperacillin-tazobactam","ceftazidime","cefuroxime","cephalexin","doxycycline","meropenem","daptomycin","cefazolin","aztreonam"
"efrB",0.0418162057452355,0.411273640845957,0.917937720901743,0.646876765700426,0.0499159069547626,0.0519181509091616,0.555875449769673,0.752817796139129,0.783217956625227,0.147650767417193,0.0858267860498197,0.667079505488319,NA,0.0186124306389044,2.53816211983493e-06,0.696295620997353,0.328136436190968,0.0955230168176987,0.952748380756977,0.0127078091238936,0.815268488866545,0.0473315861453056
"Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline",0.00403200977560988,0.0415551845178316,0.657575501208612,0.0471984047321221,0.545260369172969,0.588694089925012,4.22587998191593e-21,0.277670657085221,0.0692366298246133,0.796875762671879,0.587700259854054,0.808619954571807,NA,0.139434710726309,5.24035707423431e-21,0.0805945891684168,0.979074322484092,0.318105210208918,0.102710486444016,0.0987976197930673,0.298086430546326,0.81841820939732
"mdtB",0.0167380284878318,0.390766761356287,0.917214460127062,0.174840966273989,0.431960301106166,0.095885849019264,0.13378591246915,0.719055375832965,0.0740460484887276,0.0833672882617577,0.431119187718301,0.627402887901116,NA,0.509778311708946,1.1149181411537e-43,0.107319452142649,0.21130817177928,0.83840173666318,0.209647136035877,0.205383975629349,0.520806111633377,0.274375090657584
"msrC",0.0734677857251267,0.966054136872365,0.354224101602308,0.86380161757636,0.00850042669144642,0.000358027927829245,0.162871430408224,0.972641046526132,0.920269417972088,0.405668376524941,0.327328988340057,1.25139349663474e-27,NA,0.769462024257261,0.884225608958399,0.717802586648422,0.624463608170672,0.828179062000857,0.957093515551105,0.324941970593958,0.787573499441754,0.43839792945182
"tet(44)",0.341973772895898,0.253317590229726,0.941053015686098,0.436513806729396,0.00733700997627795,0.0785396970228916,0.602206118281131,0.818933372504622,0.333435613113748,0.099399112344467,0.418620589799969,0.884547179140263,NA,0.0628025307445785,0.736254223047512,0.77184415476722,0.219500374729694,0.798692435440344,0.354603683927189,0.27698958064925,0.665472133282166,6.3020121549168e-25
"tet(T)",0.000294214406156862,0.0821545913449472,0.0923075547936251,0.73060782206496,7.36782879631081e-13,1.28030969589292e-10,0.547364167035216,0.000731374764740887,0.00910510552940392,0.0289191467953718,0.165251737103244,0.238973864145921,NA,0.000608259225918783,0.368168488799968,0.20613672865184,0.801561388125788,0.615809280971501,0.177986651457851,0.0121588120485073,0.0907457895802353,0.00514709972895292
"gadW",0.119866056038715,0.0932853714889468,0.331747208061673,0.761910232467343,0.360332524001245,0.281252696344324,0.419443863639463,0.788123178854647,0.356035578592932,0.0920170410150128,0.408876310559206,2.37634296564366e-12,NA,0.28277019057887,0.662625024328476,2.20515337314432e-12,2.27326528593994e-12,2.10395981236348e-12,0.00399804624378211,0.821557510133796,2.3075063728108e-12,2.37634296564366e-12
"tet(36)",0.0610281480291099,0.103907646225854,0.906110653404465,0.453875388023848,2.85956195633792e-13,1.37969571099304e-10,0.621510698838388,0.0751192160987077,0.60421296948717,0.0344957346510193,0.33032680624003,0.332680220766235,NA,0.000212170446682883,0.262517340154198,0.739175599903391,0.785166762368152,0.138267477186317,0.682131810262044,6.37519801344829e-06,0.641337615793021,0.678702780128516
"lnuC",0.961297013159436,0.1978803664574,0.064028672235256,0.220285452095513,0.0348630727533689,0.341046577022774,0.566672602072719,0.28708890030863,1.20777344046165e-36,0.652398528938625,0.724561130247184,0.459106839612591,NA,0.021854491274012,0.177083672115258,0.878898097639083,0.658146661540079,0.0910647241573238,0.870402941831438,0.569570167717217,0.943400833512256,0.758279228903747
"mdeA",0.457151252338219,0.0154807449597824,0.994798188698124,0.49822107401232,0.884399863659191,0.630918615375235,0.80231812677181,0.948912951791283,0.430170136043847,0.382760197169017,0.526267418636949,0.233528189313329,NA,0.796745125280148,0.530362902747674,0.729163120263204,0.924933544803148,0.640693084963176,0.680426552835153,0.983199158161752,0.302627624752017,0.144732915763966
"adeF",0.774079370123559,0.117982542145896,1.09525828166597e-07,0.00472249630083978,0.910399704180324,0.125985933101911,0.127696146866217,0.00166979212809077,0.560569081366392,0.195547740235891,0.51027546952069,0.285617178906955,NA,0.00126469397340807,2.33536438957448e-15,0.0178463119156304,0.171317702103277,0.467467150080634,0.587832524597102,0.130224276520291,0.133275318534404,0.166706629967482
