"","ciprofloxacin","amoxicillin-clavulanate","metronidazole","ceftriaxone","vancomycin","cefepime","azithromycin","trimethoprim-sulfamethoxazole","penicillin","levofloxcacin","dapsone","amoxicillin","cefdinir","piperacillin-tazobactam","ceftazidime","cefuroxime","cephalexin","pentamidine","doxycycline","meropenem","daptomycin","cefazolin","aztreonam"
"efrB",0.218121839011963,0.783903526517979,0.965224646479718,0.125059776352604,0.805354132671081,0.158455338499309,0.545643773144838,0.796266767641184,0.783217956625227,0.112290033824974,0.264979436610631,NA,NA,0.923383873972339,0.00043286926884172,0.51022916339726,0.414808979938447,NA,0.189951634690974,0.619672324291997,0.0118061054607072,NA,NA
"Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline",0.00121360709129343,0.375648700371686,0.634365092849047,0.194318518534636,0.528352121808532,0.446461271705663,5.81139608170116e-21,0.128128456054855,0.0692366298246133,0.260213984702275,0.71172878397254,NA,NA,0.637033421435315,5.52034174537189e-21,0.0951618780785696,0.658415085859353,NA,0.783073230200263,0.831958093853955,0.795489390832363,NA,NA
"mdtB",0.00801003818501723,0.856161862728736,0.386433641739281,0.168783033346309,0.169253523118625,0.217031677439906,0.503585151841048,0.459405758741766,0.0740460484887276,0.509274855998704,0.787737807729571,NA,NA,0.986001336646533,1.50372146113688e-43,0.00967292357613125,0.988502112338701,NA,0.867473351160414,0.701130159723138,0.90075662910555,NA,NA
"msrC",0.959802292707761,0.89260281254509,0.243469408848243,0.989191959051677,0.0715267735454194,0.202289627956864,0.778653149665575,0.188082470489342,0.920269417972088,0.414656302996895,0.617943830047923,NA,NA,0.869468952409718,0.58608061985526,0.857308745208001,0.59665594858215,NA,0.632345788449778,0.700923765757495,0.259780665095495,NA,NA
"tet(44)",0.0631386446651899,5.83316406821205e-25,0.883707220909548,7.53248774181032e-05,0.0447916047549642,0.0717810035732624,0.729840783688703,0.435805420729625,0.333435613113748,0.61329585887582,0.864958042193991,NA,NA,0.250022044391326,0.812245251083736,0.0678521945671598,0.981879668646125,NA,0.817150878948267,0.732822265546514,0.58881272134367,NA,NA
"tet(T)",0.144345899932853,0.131068532451833,0.0488660448280526,0.147923862521713,2.02803588904246e-09,9.62276184031967e-07,0.862839026470468,0.59144677055357,0.00910510552940392,0.788545227176498,0.235526489153765,NA,NA,0.002776530887297,3.05093076930247e-49,0.133665251872796,0.996194824009962,NA,0.727978444710822,0.117069566191144,0.0115472435530016,NA,NA
"gadW",0.350714097283155,0.27578917864059,0.892573355890056,0.854395284747584,0.0093107998250115,0.0682873236297998,2.37634296564366e-12,0.579102321170277,0.356035578592932,0.498639931041834,0.679200600334019,NA,NA,0.515470239731427,0.601864560466369,2.27326528593994e-12,2.37634296564366e-12,NA,2.20515337314429e-12,2.3075063728108e-12,0.659428356164246,NA,NA
"tet(36)",0.943467266328294,2.04884829222211e-40,0.176185379206685,0.123908628506353,5.59538212151672e-10,3.7798657169058e-06,0.19957748101072,0.195735611193873,0.60421296948717,0.80667815414289,0.369132628684215,NA,NA,0.00280731009775358,0.520007575819754,0.750725972494951,0.674602302372561,NA,0.148324281229507,0.118742597239056,2.1027572564761e-05,NA,NA
"lnuC",0.94716486177117,1.20777344046165e-36,0.946797976063001,0.00829119592673927,0.222955061484328,0.576684041786542,0.388954215262478,0.604486969765137,1.20777344046165e-36,0.845037379507901,0.800883873095401,NA,NA,0.196392225405703,1.20777344046165e-36,0.691876352231759,0.431336908307636,NA,0.0356695269347419,0.988452067442124,0.541510619309195,NA,NA
"mdeA",0.397287675405911,5.87538758904243e-18,0.16628604705322,0.579991973094826,0.8200780835003,0.279349174864974,6.08831713900252e-18,0.700187410890723,0.430170136043847,0.369076543497027,0.347834370311069,NA,NA,0.489743853516267,0.379596144533252,0.618679687960378,6.08831713900252e-18,NA,0.62012523268762,5.66739919122196e-18,0.993225836223069,NA,NA
"adeF",0.549172566519256,5.49193077228436e-50,0.379984467374509,0.0993680803900636,0.0732486874640783,0.00436807859764034,8.30596971564435e-50,0.0593314862332984,0.560569081366392,0.418717389074277,0.382803472445897,NA,NA,0.0236348297812776,8.3715164192813e-08,0.130913361504667,0.913851477301483,NA,0.652668959023001,0.176971831234767,0.341547221555683,NA,NA
"emrA",0.357354880126934,0.445294314196856,0.93978965456449,0.672236967055416,0.24081355326927,0.470915131818681,1.41102890769365e-28,0.299638354759578,0.807061679925429,0.46363249342846,0.588981546817563,NA,NA,0.84926828185082,1.26803701196777e-28,0.000339722621722182,0.888265497283841,NA,0.868669605968399,0.312879314157747,0.375902981189326,NA,NA
"MuxC",0.52472882285927,0.803038460622908,6.92609961814613e-21,0.976786520521585,0.00896610447667554,0.00719454540096611,8.50792826352145e-21,0.325472771441278,0.470410701039713,0.169080004757359,0.833601555187802,NA,NA,0.18472647427849,0.888462048952554,7.29895260486574e-21,8.50792826352145e-21,NA,6.56772765386782e-21,7.6866392673566e-21,0.733134172389037,NA,NA
"emrK",0.344321382848883,0.399353041201559,0.955875537477026,0.524851181433339,0.359922350257707,0.69046563043103,9.16409582399546e-19,0.945742854110179,0.657829015518794,0.407490191288365,0.275536597528111,NA,NA,0.68261015477365,8.80853050747907e-19,0.930502755358197,9.16409582399546e-19,NA,0.538159094152731,0.931144421167883,0.720167496874443,NA,NA
"Klebsiella pneumoniae acrA",0.671348149101271,4.13393760889902e-11,3.99322828466521e-11,0.534176268314561,0.0368939393628855,0.00303714203436642,0.682559642538287,0.493270494955323,0.399030997021901,0.613686693896841,0.169997007751057,NA,NA,0.00999606538376425,4.13393760889907e-11,4.04011521206464e-11,0.737972749576453,NA,0.732640023401135,4.08701935247099e-11,3.759164913619e-11,NA,NA
"mdtE",0.711441942182663,0.36574255057052,0.673120668206948,0.506108513076406,0.953025504377654,0.198396845482423,3.93146294385466e-20,0.416736066669275,1.15464029301134e-11,0.303323815032532,0.0015029990594207,NA,NA,0.516312845519219,3.75203612784153e-20,0.623825508341746,3.9314629438546e-20,NA,0.262000163621103,0.589640581946062,0.185643093418308,NA,NA
"msbA",0.00666361449619236,0.656525061783688,0.455814510199936,0.214051140963241,0.324471646854348,0.255647540033429,0.873353512840367,0.337402460842827,0.516404727466515,0.984029083864936,0.748681765176984,NA,NA,0.571302653056309,4.49675253431146e-36,0.00955517382761121,0.275981904546199,NA,0.688645851534073,0.756486046580916,0.799643387664239,NA,NA
"nimA",0.00042615598440628,6.78762030457859e-24,0.221937442389285,0.164220944680032,1.73764512105514e-10,1.84006077069655e-07,7.27798792668018e-24,0.976949706655476,0.0165594231212442,0.0682189789688599,0.0201258897097633,NA,NA,3.64445843186645e-06,0.827768942846018,0.638926470255516,0.715020582234953,NA,0.651046786552795,0.404789016636249,0.0414558139435921,NA,NA
"pmrA",0.0113951765473429,1.57387311122089e-13,0.520077524034224,0.574548856998212,0.728209445355845,0.768983217603925,1.60273898800342e-13,0.69156584548839,0.666048043053096,0.278969126010426,0.189405177032825,NA,NA,0.669816066704396,0.632276944538092,1.51672682109592e-13,1.60273898800342e-13,NA,0.289301699959863,1.54520144779751e-13,0.957010530887666,NA,NA
